Sheet by Hematite based on 1.1 data provided by @Kaphotics!,,,,,,,,,,,,,,,,,,,,
Pokémon,,Sticker,Lv,Ability,,Item,Moves,Nature,EVs,,,,,,IVs,,,,,
,Gyarados,,31,Intimidate,,,Leer / Twister / Waterfall / Rain Dance,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 85,,Swimmer Evan,,,,,,,,,,,,,,,,,
,Golduck,,30,Damp,,,Aqua Jet / Tail Whip / Zen Headbutt / Aqua Tail,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Golduck,,32,Damp,,,Fury Swipes / Water Pulse / Zen Headbutt / Aqua Tail,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 86,,Swimmer Haley,,,,,,,,,,,,,,,,,
,Marill,,31,Thick Fat,,,Charm / Aqua Tail / Play Rough / Rain Dance,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Azumarill,,31,Thick Fat,,,Tackle / Bubble Beam / Bounce / Play Rough,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 87,,Swimmer Mary,,,,,,,,,,,,,,,,,
,Marill,,32,Thick Fat,,,Tail Whip / Bubble Beam / Play Rough / Rain Dance,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,30,Drizzle,,,Air Slash / Growl / Wing Attack / Water Pulse,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 88,,Tuber Jared,,,,,,,,,,,,,,,,,
,Shellos (East Sea),,19,Storm Drain,,,Mud-Slap / Harden / Recover / Water Pulse,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Shellos (East Sea),,21,Storm Drain,,,Harden / Recover / Water Pulse / Ancient Power,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Shellos,,20,Storm Drain,,,Harden / Recover / Water Pulse / Ancient Power,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 89,,Tuber Chelsea,,,,,,,,,,,,,,,,,
,Bibarel,,23,Unaware,,,Water Gun / Aqua Jet / Tackle / Headbutt,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 90,,Sailor Paul,,,,,,,,,,,,,,,,,
,Gyarados,,31,Intimidate,,,Leer / Twister / Waterfall / Crunch,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Machop,,31,No Guard,,,Leer / Low Sweep / Knock Off / Strength,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 91,,Fisher Kenneth,,,,,,,,,,,,,,,,,
,Magikarp,,19,Swift Swim,,,Splash / Tackle,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Remoraid,,19,Hustle,,,Water Pulse / Focus Energy / Psybeam / Aurora Beam,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Gyarados,,22,Intimidate,,,Leer / Twister / Ice Fang / Waterfall,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 92,,Ruin Maniac Bryan,,,,,,,,,,,,,,,,,
,Cranidos,,24,Mold Breaker,,,Headbutt / Leer / Scary Face / Assurance,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Geodude,,22,Sturdy,,,Sandstorm / Harden / Smack Down / Bulldoze,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Bronzor,,23,Levitate,,,Confusion / Confuse Ray / Payback / Gyro Ball,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 93,,Ruin Maniac Hunter,,,,,,,,,,,,,,,,,
,Shieldon,,26,Sturdy,,,Tackle / Taunt / Take Down / Iron Defense,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 94,,Psychic Mitchell,,,,,,,,,,,,,,,,,
,Haunter,,23,Levitate,,,Shadow Punch / Confuse Ray / Mean Look / Curse,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Kadabra,,23,Synchronize,,,Kinesis / Disable / Psybeam / Psycho Cut,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 95,,Psychic Abigail,,,,,,,,,,,,,,,,,
,Gastly,,22,Levitate,,,Lick / Confuse Ray / Payback / Curse,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Misdreavus,,23,Levitate,,,Confusion / Astonish / Confuse Ray / Hex,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Kadabra,,24,Synchronize,,,Kinesis / Disable / Psybeam / Psycho Cut,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 96,,PI Carlos,,,,,,,,,,,,,,,,,
,Goldeen,,23,Water Veil,,,Peck / Tail Whip / Supersonic / Water Pulse,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Goldeen,,23,Water Veil,,,Peck / Supersonic / Water Pulse / Horn Attack,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Goldeen,,23,Water Veil,,,Peck / Water Pulse / Horn Attack / Agility,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 97,,Black Belt Gregory,,,,,,,,,,,,,,,,,
,Meditite,,23,Pure Power,,,Detect / Feint / Force Palm / Psybeam,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Machop,,22,No Guard,,,Leer / Low Sweep / Knock Off / Scary Face,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Meditite,,21,Pure Power,,,Detect / Feint / Force Palm / Psybeam,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 98,,Black Belt Derek,,,,,,,,,,,,,,,,,
,Croagunk,,25,Anticipation,,,Mud-Slap / Taunt / Revenge / Sucker Punch,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 99,,Black Belt Nathaniel,,,,,,,,,,,,,,,,,
,Croagunk,,21,Anticipation,,,Poison Sting / Mud-Slap / Flatter / Revenge,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Meditite,,23,Pure Power,,,Feint / Force Palm / Psybeam / Calm Mind,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Machop,,22,No Guard,,,Leer / Low Sweep / Knock Off / Scary Face,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 100,,Jogger Scott,,,,,,,,,,,,,,,,,
,Staravia,,23,Intimidate,,,Quick Attack / Wing Attack / Endeavor / Whirlwind,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 101,,Ace Trainer Blake,,,,,,,,,,,,,,,,,
,Ambipom,,35,Pickup,,,Dual Chop / Baton Pass / Tickle / Double Hit,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Kadabra,,35,Inner Focus,,,Kinesis / Recover / Psyshock / Psychic,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 102,,Ace Trainer Garrett,,,,,,,,,,,,,,,,,
,Mr. Mime,,33,Filter,,,Copycat / Baton Pass / Encore / Psybeam,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Machoke,,34,No Guard,,,Leer / Low Sweep / Knock Off / Strength,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Sneasel,,35,Inner Focus,,,Leer / Metal Claw / Icy Wind / Fury Swipes,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 103,,Ace Trainer Laura,,,,,,,,,,,,,,,,,
,Lopunny,,37,Cute Charm,,,Mirror Coat / Baby-Doll Eyes / Double Kick / Headbutt,Careful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 104,,Ace Trainer Maria,,,,,,,,,,,,,,,,,
,Golduck,,34,Damp,,,Aqua Jet / Fury Swipes / Zen Headbutt / Screech,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Ponyta,,35,Run Away,,,Tail Whip / Flame Wheel / Stomp / Fire Spin,Careful,0,0,0,0,0,0,0,0,0,0,0,0
,Sudowoodo,,33,Rock Head,,,Hammer Arm / Wood Hammer / Rock Tomb / Sucker Punch,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 105,,Skier Bradley,,,,,,,,,,,,,,,,,
,Geodude,,35,Rock Head,,,Harden / Stealth Rock / Rock Blast / Earthquake,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Graveler,,35,Sturdy,,,Harden / Bulldoze / Stealth Rock / Rock Blast,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Snover,,35,Snow Warning,,,Ice Shard / Razor Leaf / Icy Wind / Ingrain,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 106,,Skier Edward,,,,,,,,,,,,,,,,,
,Sneasel,,35,Inner Focus,,,Leer / Taunt / Icy Wind / Fury Swipes,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 107,,Skier Kaitlyn,,,,,,,,,,,,,,,,,
,Roselia,,36,Poison Point,,,Poison Sting / Leech Seed / Giga Drain / Synthesis,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Snover,,36,Snow Warning,,,Ice Shard / Razor Leaf / Icy Wind / Ingrain,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 108,,Skier Andrea,,,,,,,,,,,,,,,,,
,Staravia,,38,Intimidate,,,Quick Attack / Double Team / Endeavor / Aerial Ace,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 109,,Ace Trainer Dalton,,,,,,,,,,,,,,,,,
,Raichu,,34,Static,,,Nuzzle / Electro Ball / Agility / Light Screen,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,36,Keen Eye,,,Air Slash / Tailwind / Water Pulse / Stockpile,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Hippopotas,,38,Sand Stream,,,Yawn / Sand Tomb / Crunch / Rest,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 110,,Ace Trainer Olivia,,,,,,,,,,,,,,,,,
,Roselia,,37,Poison Point,,,Poison Sting / Leech Seed / Giga Drain / Synthesis,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Seaking,,37,Water Veil,,,Peck / Supersonic / Flail / Waterfall,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 111,,Skier Shawn,,,,,,,,,,,,,,,,,
,Snover,,34,Snow Warning,,,Leer / Ice Shard / Razor Leaf / Icy Wind,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Snover,,33,Snow Warning,,,Mist / Ice Shard / Razor Leaf / Icy Wind,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Golduck,,34,Damp,,,Aqua Jet / Water Pulse / Zen Headbutt / Soak,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Snover,,35,Snow Warning,,,Ice Shard / Razor Leaf / Icy Wind / Ingrain,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 112,,Skier Bjorn,,,,,,,,,,,,,,,,,
,Mantyke,,36,Water Absorb,,,Supersonic / Bubble Beam / Headbutt / Air Slash,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Sneasel,,38,Inner Focus,,,Quick Attack / Metal Claw / Icy Wind / Hone Claws,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 113,,Skier Lexie,,,,,,,,,,,,,,,,,
,Marill,,35,Thick Fat,,,Bubble Beam / Charm / Bounce / Play Rough,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Clefairy,,35,Cute Charm,,,Charm / Moonlight / Gravity / Meteor Mash,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 114,,Skier Madison,,,,,,,,,,,,,,,,,
,Snover,,37,Snow Warning,,,Ice Shard / Razor Leaf / Icy Wind / Ingrain,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 115,,Ninja Boy Antonio,,,,,,,,,,,,,,,,,
,Zubat,,33,Inner Focus,,,Supersonic / Poison Fang / Air Cutter / Bite,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,33,Inner Focus,,,Supersonic / Astonish / Poison Fang / Air Cutter,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Zubat,,34,Inner Focus,,,Supersonic / Poison Fang / Air Cutter / Bite,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Croagunk,,36,Anticipation,,,Revenge / Venoshock / Sucker Punch / Toxic,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 116,,Ninja Boy Ethan,,,,,,,,,,,,,,,,,
,Skorupi,,35,Battle Armor,,,Hone Claws / Knock Off / Pin Missile / Toxic,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,35,Inner Focus,,,Screech / Poison Fang / Air Cutter / Bite,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 117,,Black Belt Luke,,,,,,,,,,,,,,,,,
,Croagunk,,36,Anticipation,,,Revenge / Venoshock / Sucker Punch / Toxic,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Onix,,35,Sturdy,,,Smack Down / Curse / Sand Tomb / Stealth Rock,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Machoke,,37,No Guard,,,Low Sweep / Knock Off / Strength / Dual Chop,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 118,,Fisher Miguel,,,,,,,,,,,,,,,,,
,Gyarados,,29,Intimidate,,,Leer / Twister / Brine / Rain Dance,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Gyarados,,29,Intimidate,,,Flail / Ice Fang / Waterfall / Crunch,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 119,,Fisher Luc,,,,,,,,,,,,,,,,,
,Magikarp,,26,Swift Swim,,,Splash / Tackle / Flail,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Magikarp,,26,Swift Swim,,,Splash / Tackle / Flail,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Magikarp,,26,Swift Swim,,,Splash / Tackle / Flail,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Gyarados,,31,Intimidate,,,Leer / Ice Fang / Waterfall / Crunch,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Magikarp,,26,Swift Swim,,,Splash / Tackle / Flail,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 120,,Swimmer Adrian,,,,,,,,,,,,,,,,,
,Mantyke,,26,Water Absorb,,,Tackle / Supersonic / Wing Attack / Bubble Beam,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Remoraid,,29,Sniper,,,Focus Energy / Aurora Beam / Bubble Beam / Bullet Seed,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Tentacool,,29,Clear Body,,,Poison Sting / Acid / Water Pulse / Hex,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 121,,Swimmer Erik,,,,,,,,,,,,,,,,,
,Gyarados,,31,Intimidate,,,Whirlpool / Brine / Waterfall / Rain Dance,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 122,,Swimmer Vincent,,,,,,,,,,,,,,,,,
,Pelipper,,29,Drizzle,,,Air Slash / Water Pulse / Stockpile / Swallow,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Whiscash,,29,Oblivious,,,Tickle / Rest / Snore / Water Pulse,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 123,,Swimmer Jessica,,,,,,,,,,,,,,,,,
,Goldeen,,28,Water Veil,,,Peck / Tail Whip / Water Pulse / Horn Attack,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Goldeen,,28,Water Veil,,,Peck / Supersonic / Water Pulse / Horn Attack,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Goldeen,,28,Water Veil,,,Peck / Water Pulse / Horn Attack / Agility,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Goldeen,,28,Water Veil,,,Peck / Water Pulse / Horn Attack / Aqua Ring,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 124,,Swimmer Erica,,,,,,,,,,,,,,,,,
,Remoraid,,29,Hustle,,,Psybeam / Aurora Beam / Bubble Beam / Lock-On,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Psyduck,,29,Damp,,,Tail Whip / Fury Swipes / Zen Headbutt / Aqua Tail,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 125,,Swimmer Katelyn,,,,,,,,,,,,,,,,,
,Buizel,,28,Swift Swim,,,Tail Whip / Bite / Swift / Aqua Jet,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Medicham,,28,Pure Power,,,Zen Headbutt / Thunder Punch / Ice Punch / Force Palm,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Seaking,,28,Water Veil,,,Peck / Water Pulse / Horn Attack / Aqua Ring,Careful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 126,,Swimmer Dillon,,,,,,,,,,,,,,,,,
,Shellos,,30,Storm Drain,,,Mud-Slap / Harden / Recover / Water Pulse,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Gastrodon,,32,Storm Drain,,,Recover / Water Pulse / Ancient Power / Body Slam,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 127,,Swimmer Vanessa,,,,,,,,,,,,,,,,,
,Golduck,,33,Damp,,,Aqua Jet / Tail Whip / Zen Headbutt / Aqua Tail,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 128,,Fisher Cory,,,,,,,,,,,,,,,,,
,Magikarp,,28,Swift Swim,,,Splash / Tackle / Flail,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Finneon,,30,Storm Drain,,,Attract / Rain Dance / Gust / Water Pulse,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Gyarados,,32,Intimidate,,,Whirlpool / Brine / Waterfall / Rain Dance,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 129,,Ace Trainer Jake,,,,,,,,,,,,,,,,,
,Staravia,,33,Intimidate,,,Double Team / Endeavor / Whirlwind / Aerial Ace,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Girafarig,,33,Inner Focus,,,Assurance / Stomp / Psybeam / Agility,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 130,,Ace Trainer Shannon,,,,,,,,,,,,,,,,,
,Cherrim,,30,Flower Gift,,,Morning Sun / Growth / Magical Leaf / Leech Seed,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Marill,,32,Huge Power,,,Slam / Bounce / Aqua Tail / Play Rough,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Lopunny,,34,Cute Charm,,,Mirror Coat / Double Kick / Charm / Headbutt,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 131,,Fisher Brett,,,,,,,,,,,,,,,,,
,Magikarp,,39,Swift Swim,,,Splash / Tackle / Flail,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Finneon,,42,Storm Drain,,,Rain Dance / Aqua Ring / Whirlpool / U-turn,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Feebas,,39,Oblivious,,,Splash / Tackle / Flail,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 132,,Fisher Alec,,,,,,,,,,,,,,,,,
,Magikarp,,40,Swift Swim,,,Splash / Tackle / Flail,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Gyarados,,42,Intimidate,,,Ice Fang / Waterfall / Crunch / Dragon Dance,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 133,,Fisher George,,,,,,,,,,,,,,,,,
,Magikarp,,38,Swift Swim,,,Splash / Tackle / Flail,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Finneon,,40,Storm Drain,,,Rain Dance / Water Pulse / Aqua Ring / Whirlpool,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Remoraid,,40,Sniper,,,Water Pulse / Focus Energy / Psybeam / Ice Beam,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Gyarados,,42,Intimidate,,,Whirlpool / Brine / Waterfall / Rain Dance,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 134,,Fisher Cole,,,,,,,,,,,,,,,,,
,Gyarados,,41,Intimidate,,,Whirlpool / Brine / Waterfall / Rain Dance,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Remoraid,,38,Sniper,,,Focus Energy / Psybeam / Aurora Beam / Bubble Beam,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Gyarados,,41,Intimidate,,,Ice Fang / Waterfall / Crunch / Dragon Dance,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 135,,Sailor Luther,,,,,,,,,,,,,,,,,
,Feebas,,37,Oblivious,,,Splash / Tackle / Flail,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Machoke,,40,No Guard,,,Leer / Low Sweep / Knock Off / Dual Chop,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Gastrodon,,43,Storm Drain,,,Recover / Water Pulse / Ancient Power / Earth Power,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 136,,Swimmer Wesley,,,,,,,,,,,,,,,,,
,Buizel,,41,Swift Swim,,,Bite / Swift / Aqua Jet / Waterfall,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Tentacruel,,41,Liquid Ooze,,,Supersonic / Bubble Beam / Acid Armor / Poison Jab,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 137,,Swimmer Ricardo,,,,,,,,,,,,,,,,,
,Tentacruel,,43,Clear Body,,,Acid / Water Pulse / Acid Armor / Poison Jab,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 138,,Swimmer Francisco,,,,,,,,,,,,,,,,,
,Tentacool,,40,Clear Body,,,Water Pulse / Hex / Acid Armor / Poison Jab,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Golduck,,42,Damp,,,Fury Swipes / Zen Headbutt / Aqua Tail / Psych Up,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 139,,Swimmer Colton,,,,,,,,,,,,,,,,,
,Wingull,,37,Hydration,,,Quick Attack / Water Pulse / Air Slash / Mist,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Quagsire,,42,Water Absorb,,,Rain Dance / Mud Shot / Yawn / Muddy Water,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,41,Drizzle,,,Tailwind / Wing Attack / Water Pulse / Stockpile,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 140,,Swimmer Troy,,,,,,,,,,,,,,,,,
,Gyarados,,43,Intimidate,,,Scary Face / Rain Dance / Aqua Tail / Hydro Pump,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 141,,Swimmer Oscar,,,,,,,,,,,,,,,,,
,Mantyke,,38,Water Absorb,,,Supersonic / Bubble Beam / Air Slash / Aqua Ring,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Remoraid,,40,Hustle,,,Lock-On / Bullet Seed / Ice Beam / Hydro Pump,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Mantine,,42,Water Absorb,,,Bullet Seed / Bubble Beam / Aqua Ring / Bounce,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 142,,Swimmer Miranda,,,,,,,,,,,,,,,,,
,Lumineon,,43,Swift Swim,,,Attract / Rain Dance / Aqua Ring / Whirlpool,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 143,,Swimmer Aubree,,,,,,,,,,,,,,,,,
,Azurill,,41,Thick Fat,,,Bubble Beam / Charm / Slam / Bounce,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Azumarill,,41,Thick Fat,,,Bounce / Aqua Tail / Play Rough / Aqua Ring,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 144,,Swimmer Paige,,,,,,,,,,,,,,,,,
,Marill,,39,Thick Fat,,,Bubble Beam / Charm / Play Rough / Rain Dance,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Wingull,,40,Hydration,,,Quick Attack / Water Pulse / Air Slash / Mist,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Golduck,,41,Damp,,,Aqua Jet / Zen Headbutt / Screech / Aqua Tail,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 145,,Swimmer Crystal,,,,,,,,,,,,,,,,,
,Wingull,,41,Hydration,,,Growl / Water Pulse / Agility / Air Slash,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Seaking,,41,Swift Swim,,,Peck / Horn Attack / Flail / Waterfall,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 146,,Swimmer Cassandra,,,,,,,,,,,,,,,,,
,Finneon,,41,Storm Drain,,,Attract / Rain Dance / Gust / Water Pulse,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,41,Drizzle,,,Wing Attack / Water Pulse / Stockpile / Swallow,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 147,,Swimmer Gabrielle,,,,,,,,,,,,,,,,,
,Golduck,,43,Cloud Nine,,,Aqua Jet / Zen Headbutt / Screech / Aqua Tail,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 148,,Worker Colin,,,,,,,,,,,,,,,,,
,Geodude,,7,Rock Head,,,Tackle / Defense Curl / Sandstorm / Rock Polish,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Onix,,7,Rock Head,,,Tackle / Harden / Bind / Rock Throw,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 149,,Worker Mason,,,,,,,,,,,,,,,,,
,Machop,,9,Guts,,,Low Kick / Leer / Focus Energy / Revenge,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 150,,Bug Catcher Jack,,,,,,,,,,,,,,,,,
,Wurmple,,9,Shield Dust,,,Tackle / String Shot / Poison Sting,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Silcoon,,11,Shed Skin,,,Harden,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Beautifly,,13,Swarm,,,Gust / Absorb,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 151,,Bug Catcher Phillip,,,,,,,,,,,,,,,,,
,Wurmple,,9,Shield Dust,,,Tackle / String Shot / Poison Sting,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Cascoon,,11,Shed Skin,,,Harden,Naive,0,0,0,0,0,0,0,0,0,0,0,0
,Dustox,,13,Shield Dust,,,Gust / Confusion,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 152,,Bug Catcher Donald,,,,,,,,,,,,,,,,,
,Burmy,,12,Shed Skin,,,Protect / Tackle,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Kricketune,,12,Swarm,,,Fury Cutter / Growl / Pound,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 153,,Lass Briana,,,,,,,,,,,,,,,,,
,Pachirisu,,14,Pickup,,,Baby-Doll Eyes / Quick Attack / Charm / Spark,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 154,,Psychic Elijah,,,,,,,,,,,,,,,,,
,Abra,,15,Synchronize,,,Energy Ball,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 155,,Psychic Lindsey,,,,,,,,,,,,,,,,,
,Abra,,15,Synchronize,,,Energy Ball,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 156,,Ace Trainer Omar,,,,,,,,,,,,,,,,,
